seed,width,height,rl_success,rl_steps,rl_time,astar_success,astar_steps,astar_time
7727465,126,80,1,69,0.011228085,1,69,0.396481991
9654485,76,71,1,39,0.004911661,0,18,0.044157982
571686,41,121,1,27,0.002688169,1,27,0.029675484
6041994,66,117,1,71,0.01067543,0,27,0.409958601
5306708,106,101,1,53,0.00778842,0,28,0.21293807
3859555,87,55,1,74,0.009572029,0,23,0.737710238
3745138,49,113,1,118,0.012069225,0,12,0.72735548
8056216,33,53,1,20,0.002182722,1,20,0.013809443
8000260,64,39,1,15,0.001417875,1,15,0.007528543
9645752,104,108,1,73,0.016690969,1,61,0.228229523
3738691,121,59,1,1,0.000143051,1,1,6.39E-05
3102155,51,110,1,37,0.004800797,1,37,0.131308079
6083358,74,51,1,63,0.008255005,1,59,0.436893225
561902,59,108,0,9,0.001396894,0,13,0.012968302
7997347,106,75,1,94,0.013370991,0,28,0.044604063
2527774,63,91,1,16,0.002586365,1,16,0.011590242
7041279,99,36,1,22,0.002166986,1,22,0.031048059
1328327,36,98,1,39,0.00475359,1,39,0.08109355
169385,65,42,1,37,0.004033804,1,33,0.08558917
8805787,64,32,1,52,0.005980492,0,4,0.027797937
2530628,77,94,1,59,0.009552717,0,54,0.313611984
6296077,91,62,0,0,0,0,0,0
9131515,69,40,1,6,0.00083828,1,6,0.000921965
7664639,33,85,1,7,0.000707626,1,7,0.001746893
6951583,97,69,1,31,0.004622698,0,2,0.006809235
2853170,105,43,1,47,0.005812407,1,47,0.176124573
4206191,117,49,1,5,0.000628233,1,5,0.000696659
5616212,76,68,0,0,1.19E-06,0,0,0
4189925,117,124,1,34,0.009222984,1,27,0.034838676
3422781,89,104,0,6,0.001351357,0,5,0.023030519
9984562,37,50,1,8,0.00090909,1,8,0.001473427
289376,74,124,1,19,0.002565384,1,19,0.015693903
4196237,118,103,0,300,0.057532072,0,50,2.503244162
4440131,88,80,1,52,0.01133585,0,42,0.349888802
6618246,80,123,1,93,0.016588926,0,3,0.047919035
4793005,74,60,1,20,0.002779961,1,20,0.008377552
1385261,54,78,1,42,0.005700111,0,4,0.023139954
1035793,99,96,1,52,0.008022308,1,51,0.290840626
5021919,87,127,1,83,0.016453505,1,94,1.428932667
3577016,107,76,0,54,0.009123564,0,44,0.283301353
9026108,75,114,1,27,0.003777027,1,30,0.046582699
5439250,64,42,1,20,0.002605915,1,20,0.016824961
7477535,44,87,1,71,0.010292292,1,74,1.022446156
6745981,76,100,1,106,0.018719435,1,26,0.016104937
7779344,59,119,1,32,0.004882813,1,32,0.102954626
5295041,119,78,1,22,0.002852201,1,22,0.025847435
6422215,118,45,1,104,0.013447523,1,100,0.287255764
9117287,76,37,1,12,0.001462221,1,12,0.006961823
446076,126,80,1,85,0.0127635,0,90,1.372145414
2109209,125,48,1,84,0.009245396,1,84,1.274670839
6357708,50,109,1,53,0.007255793,1,53,0.346146584
751413,57,63,0,25,0.003431559,0,24,0.036612034
749816,77,79,1,13,0.002394438,0,6,0.003085375
4562513,102,119,1,34,0.008136511,1,30,0.03579998
4866193,97,56,1,22,0.00322032,1,14,0.007311821
1965124,91,73,1,32,0.006064653,1,33,0.058120251
3318127,114,72,1,31,0.005801678,1,28,0.043633223
6142371,35,95,1,183,0.016741037,1,80,0.645636559
8483099,105,38,1,6,0.000647306,1,6,0.001101255
7336747,93,38,0,37,0.031306744,0,13,0.045404196
4013324,66,81,1,25,0.00357151,1,25,0.04590559
410186,96,105,1,56,0.009488583,0,12,0.130838633
6253973,33,116,0,300,0.026712418,0,94,0.466338873
5484886,39,47,0,38,0.004354,1,42,0.085380554
1123372,53,103,1,60,0.006539345,0,20,0.400645494
8846498,61,41,1,55,0.00608182,1,41,0.168218613
94745,73,128,1,80,0.011774778,0,33,0.231486082
7792571,108,83,1,49,0.008836985,1,43,0.164803505
5318512,79,105,1,33,0.005284548,1,33,0.06896019
9388530,33,65,1,22,0.002629519,1,22,0.017834902
901905,65,115,1,49,0.006787777,1,49,0.316841364
3237927,45,97,1,11,0.001544237,1,11,0.005710602
2119278,96,119,1,151,0.027621269,1,88,1.097275972
9940709,89,43,1,47,0.0061481,0,32,0.076113939
4315383,69,60,1,11,0.001790762,1,11,0.004014254
523650,85,56,1,58,0.007039309,0,2,0.01755619
2118508,108,122,1,107,0.019168139,0,35,0.346223116
9158251,46,93,1,63,0.007704973,1,63,0.673535824
6526662,104,85,1,54,0.008310556,0,29,0.408789158
3487683,125,39,1,74,0.0085392,0,3,0.006115913
7657170,49,124,1,112,0.012355089,1,47,0.301342487
8919409,112,35,1,31,0.003765345,1,31,0.026457787
2758234,53,110,1,13,0.001645327,1,10,0.003584623
1117903,49,95,1,12,0.001542091,1,12,0.005462646
9979844,113,37,1,44,0.005346775,1,42,0.070712805
9354864,64,101,1,87,0.013584852,0,36,0.482263565
1833224,122,113,1,163,0.045020819,0,6,0.085083723
7534305,71,123,1,16,0.002035618,1,16,0.013963223
1677424,49,78,1,34,0.004109383,1,34,0.113953829
6023081,91,35,1,51,0.00556922,0,8,0.137817383
7435954,47,34,0,12,0.001505375,1,17,0.011373997
5626855,90,48,1,19,0.002102137,1,19,0.017467499
8169400,62,80,1,19,0.002551317,1,19,0.022536516
4221685,98,107,1,62,0.014253855,1,43,0.107693434
7548959,56,70,1,184,0.025684834,0,5,0.056586027
187866,54,46,1,32,0.003737926,0,9,0.047031403
3353206,68,65,1,22,0.003445148,0,1,0.0027771
9361810,58,41,1,25,0.002712011,1,25,0.048799992
8645059,39,77,1,17,0.001799345,1,17,0.00880456
6766826,45,88,1,43,0.005418062,0,13,0.069307566
78539,64,75,1,10,0.001369476,1,10,0.002265215
3409431,34,99,1,24,0.002691031,1,24,0.020487309
1192280,91,69,1,60,0.007837534,0,35,0.466575384
9677559,73,34,1,61,0.007354736,0,1,0.02116704
1625433,33,126,1,2,0.000221729,1,2,0.000193119
2775112,44,108,1,26,0.00315547,1,28,0.03068471
3252776,58,121,1,28,0.00330615,1,28,0.054025888
580836,99,83,1,56,0.009092569,1,52,0.268905401
256942,73,69,1,47,0.006963491,0,26,0.176941872
6983090,39,124,1,58,0.006283045,1,58,0.102145195
7796376,111,39,1,58,0.006103754,0,10,0.181191921
2349283,55,32,1,6,0.000702143,1,6,0.001132011
6105532,123,60,1,35,0.004412413,1,25,0.025494576
7345980,59,64,1,57,0.009337425,1,55,0.400198221
500603,93,68,1,53,0.006413221,0,9,0.121559858
5914858,120,111,1,171,0.035454512,0,47,1.471626759
7632295,106,42,0,85,0.01018548,1,48,0.069101095
8035360,120,111,1,77,0.018603802,0,19,0.165807962
7795210,50,46,1,30,0.003643513,0,8,0.014032841
9951290,115,95,1,59,0.012141705,0,42,0.472980976
7169829,125,102,1,51,0.007920504,1,47,0.082654953
4475051,88,45,1,1,0.000115871,1,1,6.20E-05
8207908,71,63,1,50,0.005956411,1,45,0.17179656
9705667,104,39,1,27,0.002915144,1,27,0.030453444
8120196,54,62,1,19,0.00270319,1,19,0.012154341
8419058,105,115,1,206,0.04997921,1,100,1.10104394
9489060,85,63,1,35,0.005179644,0,27,0.040446043
4033267,105,121,1,42,0.007373333,0,30,0.092393637
309133,112,33,1,46,0.004847288,1,46,0.082759619
6809617,36,48,1,33,0.003278732,1,33,0.064521074
8168566,45,126,1,37,0.004343271,1,36,0.063878775
5969771,104,79,1,64,0.010774612,1,64,0.140191078
5113594,111,43,1,72,0.008774757,1,66,0.260922909
4761840,37,38,1,20,0.002151728,1,20,0.011838913
3028697,37,74,1,30,0.003519535,0,12,0.025793552
4739544,61,125,1,64,0.007625341,1,54,0.471841574
4241886,106,57,1,33,0.004029751,0,17,0.046977758
9140755,122,42,1,28,0.002933264,0,7,0.030430317
2840159,79,97,0,8,0.001901388,0,3,0.011003017
7993685,76,56,1,23,0.002938747,0,4,0.003412724
3052768,120,71,1,90,0.014256001,0,15,0.39532423
3721913,54,39,1,57,0.006345272,0,9,0.01539731
8321737,102,80,1,70,0.010659218,1,67,0.5842278
2300797,71,34,1,25,0.002542496,1,25,0.024837971
3300905,33,86,1,24,0.002310276,1,24,0.017866135
2302891,109,49,1,75,0.010307789,0,21,0.147140741
4528033,109,121,1,9,0.00197053,1,8,0.001812696
7627740,50,54,1,61,0.008091927,0,27,0.072197914
3667152,55,124,1,55,0.006411076,1,54,0.320304394
8488521,110,80,1,40,0.006754637,1,40,0.10532403
1122016,123,61,1,53,0.007681131,1,53,0.358078957
2341603,104,57,1,63,0.00867486,1,48,0.177443027
4484153,45,81,1,37,0.004228592,1,38,0.059825897
4871143,59,118,0,0,0,0,0,0
1289662,128,115,1,99,0.020953894,1,76,0.344174385
5858882,69,66,1,48,0.007512569,1,44,0.16733098
6624661,68,63,1,46,0.006819487,1,55,0.274568796
6096590,126,51,1,71,0.010608673,0,51,0.286231756
979647,100,72,1,26,0.00361681,1,26,0.044687271
430043,42,61,1,9,0.00114584,1,9,0.002631187
2698604,44,111,1,14,0.001801729,1,14,0.007692099
1384661,119,122,0,300,0.082410574,0,38,0.942886829
1638432,49,106,1,44,0.005241632,1,44,0.111988068
4905856,122,69,1,40,0.005251646,0,23,0.083803654
4789056,99,63,1,9,0.001169443,1,9,0.002001762
2376951,73,113,1,88,0.015787601,1,64,0.351032257
8931839,48,70,1,25,0.003350973,0,9,0.011118174
5813863,81,85,1,187,0.031295538,0,36,0.317629576
7222447,99,55,1,25,0.003752947,1,25,0.049476624
7870033,73,99,1,215,0.032970667,1,39,0.09348011
1494309,68,44,1,15,0.001889229,1,15,0.008513689
950208,35,53,1,19,0.002179384,0,11,0.004832745
1828846,101,101,1,133,0.030295134,0,5,0.022463083
6905639,65,39,1,20,0.002782822,0,19,0.020308971
803258,69,107,1,47,0.007422447,1,31,0.059623718
1796872,36,118,1,18,0.002105236,1,18,0.015074253
122362,73,45,1,32,0.003585339,1,32,0.069442511
2658169,81,47,1,20,0.002374411,1,20,0.019396782
8826586,42,68,1,50,0.005829811,1,46,0.205981493
6786864,119,44,1,57,0.005712509,1,57,0.111093998
9904030,34,88,1,2,0.0002141,1,2,0.000157833
7960775,56,91,1,25,0.003303289,0,12,0.023352146
9562395,97,69,1,44,0.005491734,1,46,0.069616556
2936683,122,67,1,50,0.008075237,0,4,0.024001122
7110147,74,113,1,52,0.008542776,1,54,0.2254529
490945,87,125,1,58,0.009809971,0,6,0.105629683
2642218,80,78,1,19,0.002761602,1,19,0.013324499
171207,123,84,1,169,0.034968853,0,36,0.544004202
2178608,57,66,1,32,0.004789114,1,31,0.070220232
9462391,86,95,1,153,0.030249357,0,11,0.074275255
5455551,118,60,1,104,0.015713692,0,25,0.45721221
5065205,68,81,1,24,0.003047705,1,24,0.023918152
8748658,50,114,1,12,0.001360178,1,11,0.003943682
1368342,118,55,1,26,0.003673077,1,26,0.034371614
5829761,81,58,1,54,0.007462502,0,31,0.255592585
3328205,90,82,1,68,0.012575865,0,12,0.153146982
6847899,102,56,1,70,0.009232998,0,19,0.27053237
5638236,45,84,1,33,0.003595114,1,33,0.104773045
3107577,122,46,1,60,0.006731033,1,60,0.063419104
542485,64,69,1,22,0.002843857,1,22,0.023646593
4411574,74,63,1,75,0.009917021,1,53,0.344316483
4086063,41,122,1,75,0.007547379,0,27,0.696542025
7339837,68,53,1,51,0.00598526,0,34,0.266768932
7110130,124,125,1,93,0.018485546,0,11,0.067067862
6119136,98,33,1,20,0.002380848,1,20,0.014006376
6907897,68,115,1,30,0.003970623,1,30,0.038484573
866139,70,102,1,66,0.011707544,1,42,0.133866549
4835805,81,63,0,11,0.001517534,1,19,0.011503696
4277180,73,77,0,35,0.005398273,1,69,0.673186779
200603,95,42,1,33,0.004065514,1,33,0.045011759
6744692,72,74,1,30,0.004559755,1,32,0.050163746
7772479,67,106,1,61,0.008868694,0,12,0.107307911
3528695,36,119,1,78,0.008017063,1,78,0.42770195
2602632,55,50,1,22,0.00264883,1,22,0.029689074
3778111,69,65,1,14,0.001979113,1,13,0.008550167
9031117,42,32,1,17,0.002038002,1,17,0.012375832
9229715,71,127,1,20,0.002823353,1,20,0.007472754
143189,96,92,1,21,0.004751921,1,21,0.028305054
4030616,100,53,1,14,0.001813173,1,14,0.009131432
4591510,77,69,1,292,0.039862871,0,11,0.027065039
3289737,126,60,0,300,0.039097071,1,81,0.675373793
256763,33,82,1,19,0.001974583,1,19,0.00762701
9827277,93,99,1,145,0.023563385,0,44,1.556325912
7699941,50,51,1,43,0.005706549,1,43,0.07602787
1640199,86,33,1,1,0.000102043,1,1,6.20E-05
8438006,123,59,1,89,0.010406256,1,89,1.940588474
8993211,36,80,1,30,0.003369093,1,26,0.039444447
7147087,110,90,1,48,0.007083893,1,48,0.244882584
1617288,74,41,1,23,0.002487898,1,23,0.021541595
5632889,66,41,1,59,0.00617981,0,41,0.241412401
8428218,69,112,1,65,0.00923562,1,56,0.294411421
5032184,86,93,0,0,0,0,0,9.54E-07
1618028,106,72,1,84,0.011595964,0,49,1.502415895
2126229,98,78,1,73,0.013577938,0,31,0.913612366
8200979,83,64,1,15,0.002563477,1,15,0.009589672
1874495,74,92,1,34,0.004535437,1,34,0.046860695
8593585,95,99,1,18,0.00341177,1,18,0.017854691
1939347,122,44,1,20,0.002545357,1,20,0.027982473
5425382,104,69,1,117,0.017721653,0,13,0.407077312
730614,123,115,1,20,0.003952026,1,20,0.019199848
3253128,75,101,1,47,0.006498814,0,11,0.078128576
7772489,70,97,1,40,0.005375385,0,6,0.037662029
9093154,113,41,1,79,0.008257866,0,33,0.850606918
5016323,101,34,1,17,0.003590107,1,17,0.026651144
2189135,50,61,0,38,0.00568676,1,34,0.025869846
8174233,91,118,1,95,0.017009258,0,26,0.204702854
3635630,119,116,1,38,0.009593248,1,38,0.052662373
2599164,101,78,1,29,0.007432222,1,26,0.027986288
8210639,41,66,1,31,0.004698515,0,12,0.042196512
6476776,108,39,1,6,0.00077486,1,6,0.000931263
9349178,113,41,1,32,0.003627539,1,30,0.069245577
2355911,90,43,1,257,0.029828787,1,83,1.910216808
2030399,65,125,1,44,0.007560015,0,34,0.201182127
8659526,103,79,1,82,0.017825603,0,62,0.683845758
6172899,112,103,0,31,0.009623289,1,102,1.429457903
7864042,88,57,1,93,0.015470743,0,53,1.042453051
5961959,49,96,1,16,0.002999544,1,16,0.009705305
3590815,124,33,1,82,0.010245562,0,14,0.206751108
2706710,115,110,1,92,0.019959211,0,48,2.140782595
4263357,57,43,1,53,0.007411718,0,17,0.147796631
286476,108,35,1,10,0.001146078,1,10,0.003188848
6904107,111,96,1,148,0.035684347,1,78,0.935267687
9711015,78,57,1,59,0.011187315,0,25,0.096958876
2780411,46,90,1,18,0.003106594,1,18,0.014821291
6914338,43,74,1,82,0.011183262,1,68,0.922383547
3682835,84,98,1,13,0.002328157,1,13,0.004949093
1313846,83,87,1,75,0.012933731,1,76,0.569883585
7461070,125,104,1,23,0.007589817,1,23,0.032633066
5308240,69,108,0,20,0.003877163,0,21,0.026743412
4155532,101,82,1,88,0.014086485,0,53,1.114786386
5913252,94,76,1,27,0.004937172,1,25,0.048821926
7843091,116,111,1,55,0.011915445,0,26,0.1402843
2819586,61,107,0,30,0.004764557,1,47,0.107112646
9891435,105,108,0,0,0,0,0,9.54E-07
8581771,82,44,1,172,0.022549152,0,69,1.184659719
9785239,120,64,1,24,0.003251791,1,24,0.025856256
4107833,64,125,1,23,0.003666162,0,4,0.003409624
8324679,92,52,1,31,0.004154921,1,31,0.096321344
6047445,125,116,1,101,0.026698351,0,22,0.805688143
5598255,115,72,1,92,0.01295495,0,7,0.03427577
2084765,59,76,1,46,0.00639081,1,46,0.097287416
2159442,113,87,1,33,0.007402182,1,28,0.040320635
3885425,97,82,1,91,0.0137887,0,3,0.0340693
7813794,32,118,1,13,0.001391172,1,12,0.006472111
8504182,104,87,1,108,0.01935339,0,18,0.738309383
319662,120,45,1,35,0.004398108,1,31,0.036174059
5628436,123,96,1,103,0.021475077,1,65,0.583206415
545221,36,63,1,29,0.003252506,0,26,0.049967766
5726050,102,58,1,79,0.012662411,0,11,0.233709812
8991372,33,37,1,50,0.007662535,1,26,0.039236069
6631985,109,59,1,23,0.003561735,1,21,0.017925262
4626188,111,118,0,56,0.017439842,1,45,0.191716433
3141905,104,79,1,69,0.012870789,1,65,0.578331947
3822491,128,81,1,77,0.011808634,1,55,0.386795521
1300369,32,71,1,40,0.005966663,1,40,0.197253704
1905628,93,103,1,17,0.004190207,0,7,0.003838301
4281840,102,54,1,72,0.010008097,0,25,0.139559984
5951618,84,109,1,42,0.00735116,1,41,0.115142822
225768,77,32,1,27,0.003268003,1,27,0.035488129
6347965,115,98,1,49,0.007531404,1,49,0.247885227
5484472,44,90,1,31,0.003669977,1,31,0.037395716
7793339,78,79,1,87,0.015837431,1,67,0.394180536
1039649,126,45,1,37,0.004504204,1,37,0.152837992
3533414,85,109,1,75,0.016676188,1,76,0.536448717
1120121,54,96,0,41,0.021559715,1,51,0.292550087
9351911,109,121,1,2,0.000483274,1,2,0.000160933
8830268,84,55,1,37,0.004685163,0,38,0.13585043
7930733,41,87,0,0,0,0,0,9.54E-07
4103232,124,88,1,35,0.005489111,1,35,0.035366535
1889646,35,36,1,16,0.001805067,1,15,0.010746479
1927383,100,68,1,87,0.012072802,0,50,0.506895065
2977899,39,97,1,13,0.001563549,1,13,0.00373745
691056,60,40,1,3,0.000370026,1,2,0.00015974
8066858,114,59,1,78,0.011800766,0,33,0.423915386
83047,63,78,1,16,0.002729893,1,15,0.006068707
235424,46,49,1,21,0.002226353,1,21,0.018711329
3339252,41,118,1,56,0.007229328,0,12,0.1015203
462480,105,124,1,35,0.005880117,1,35,0.066308737
3157378,102,53,1,59,0.007054567,0,12,0.200414419
1984646,46,98,1,8,0.000927687,1,8,0.001430988
9220702,126,104,1,107,0.019191027,0,54,0.895601034
8560083,39,46,0,6,0.000849724,0,6,0.002747297
7977863,107,127,1,79,0.018743038,0,16,0.13215065
4762406,37,100,1,32,0.003568172,1,31,0.081206322
3293052,118,33,1,37,0.003675222,1,37,0.108659506
321969,38,74,1,54,0.006449699,1,54,0.188806772
3207770,64,98,1,44,0.00697732,0,18,0.169499874
6699350,32,39,0,11,0.003271818,1,17,0.033345699
4716872,71,32,1,34,0.00349021,1,34,0.07675457
4892943,81,44,1,64,0.010038376,1,56,0.458649874
8290714,58,65,1,39,0.005074263,1,40,0.179807425
1339224,121,79,1,35,0.006175756,1,23,0.033219099
9525117,89,44,1,40,0.00527072,0,27,0.037595987
4776854,44,56,0,0,0,0,0,0
3167765,65,45,1,48,0.005619287,0,3,0.020216227
240166,46,56,0,0,0,0,0,0
911493,98,105,1,127,0.03222394,0,37,0.360876083
3164996,88,123,1,8,0.001250982,1,8,0.002284527
9354311,88,112,1,19,0.004076242,1,19,0.013755083
3164598,54,122,1,52,0.006392241,0,14,0.142677546
7714707,96,116,1,51,0.010406733,0,34,0.228839159
6676338,71,110,1,61,0.009842634,1,56,0.44314909
4165922,108,83,1,85,0.017138243,0,64,0.472210646
576055,118,97,1,106,0.024181128,1,62,0.383845329
3221126,94,45,1,23,0.002741814,1,22,0.013706684
595726,106,35,1,70,0.007842302,1,70,0.344144106
2385443,92,73,1,63,0.00890255,1,52,0.211012363
9270677,111,114,1,21,0.004471302,1,21,0.022491217
3008379,49,124,1,26,0.003115416,1,26,0.023716211
2208698,102,61,1,83,0.013515711,0,16,0.048520803
1041713,105,112,1,24,0.005799055,0,11,0.02229619
2369567,41,34,1,31,0.003976345,1,25,0.037260294
1319146,70,114,1,44,0.005900383,1,44,0.088855982
5091280,77,37,1,48,0.00488019,1,48,0.161057234
3160829,123,106,0,188,0.039696693,0,95,1.456053495
6565655,123,83,1,38,0.007274628,1,36,0.128922701
6155754,41,124,1,26,0.005107641,1,25,0.059188843
1040089,85,77,1,57,0.010286808,0,20,0.07064867
2680168,69,35,1,17,0.002525568,0,7,0.004921675
1962290,97,125,1,53,0.009478331,0,30,0.049385548
7134091,71,98,1,37,0.005618811,1,37,0.067658186
3014708,42,88,1,48,0.005870342,0,35,0.059908867
6446307,92,57,1,48,0.00666213,1,24,0.044972658
2098234,89,126,1,45,0.007777691,1,44,0.195887327
8429686,55,71,1,11,0.001429081,1,11,0.005856037
1749331,35,84,1,11,0.00105834,1,10,0.002629042
3102442,68,108,0,20,0.002704144,0,2,0.002429962
9423774,124,42,1,81,0.010234356,1,63,0.163094044
485081,70,65,1,91,0.015452862,0,14,0.217207432
6517898,103,86,1,72,0.010891676,0,13,0.094594479
9914831,34,126,1,12,0.001398563,1,12,0.005248785
7307297,79,114,1,53,0.008432388,0,7,0.120377064
8181936,112,63,0,300,0.037569761,0,18,0.155108213
7117954,58,35,0,39,0.00569725,1,43,0.055224895
1927117,116,46,1,30,0.004240274,1,20,0.014153242
1449327,79,72,1,15,0.002348661,1,15,0.010661602
3516994,90,79,1,33,0.007209778,1,23,0.017970085
4656901,36,87,1,24,0.003054619,1,21,0.021540165
2717528,60,125,1,125,0.019978046,1,92,1.934501648
7553969,73,63,0,81,0.012999296,1,26,0.035735846
4886586,85,50,1,40,0.005794525,1,40,0.136915445
6285204,120,41,1,41,0.004465342,1,41,0.063616514
3979008,32,81,1,68,0.007962227,0,41,0.690871
5062785,94,114,1,85,0.019055367,0,62,0.314094782
8312925,62,35,1,34,0.003755331,0,4,0.010412216
6966781,119,117,1,52,0.014853477,0,16,0.076857567
5868810,32,127,1,24,0.00248313,1,22,0.018543482
7552729,35,57,1,34,0.004005671,1,34,0.065943241
6657192,71,52,1,11,0.001772165,1,9,0.003350019
2364082,122,38,1,20,0.002333403,1,20,0.013140917
5833428,57,36,1,27,0.002822399,1,27,0.033955336
1143072,38,79,1,22,0.00259614,1,25,0.026577473
5069372,59,52,0,10,0.001557827,0,8,0.004395962
7490037,39,113,0,5,0.000636816,0,5,0.002675533
7413813,118,34,1,31,0.003020287,1,31,0.098924398
490783,123,58,0,72,0.010256529,0,28,0.089508057
4992240,74,85,1,147,0.022777319,0,47,0.11158371
4564825,61,122,1,12,0.00158143,1,12,0.003956795
9341358,120,116,1,50,0.009554386,1,41,0.043054819
8276122,126,70,1,43,0.007304668,1,46,0.156136513
6991583,79,44,1,15,0.001936436,1,14,0.007918835
1900815,105,110,1,130,0.030236721,0,20,0.36123991
7422712,98,120,1,30,0.00456357,1,30,0.08539629
5747040,102,34,1,42,0.004069328,0,6,0.045030832
4605449,78,80,1,28,0.004535913,1,33,0.094216108
8636286,45,105,1,14,0.001915693,1,5,0.000799179
9041673,93,121,1,66,0.012667418,0,13,0.174979925
9698893,113,42,1,59,0.007376194,1,49,0.27958107
9891770,112,79,0,300,0.046444178,0,63,1.068930626
6610114,68,66,0,0,9.54E-07,0,0,0
8722131,108,35,1,17,0.00235033,1,17,0.008553743
6725828,32,101,1,50,0.005835056,0,8,0.045285702
6943086,99,68,1,43,0.00661993,1,29,0.039314985
5130368,51,107,1,34,0.004761457,1,34,0.081409454
3852144,128,96,1,128,0.020479918,0,3,0.213407993
486168,50,96,1,26,0.003440857,0,15,0.028573513
3490816,87,84,1,37,0.007682085,0,5,0.014553785
8112694,102,57,1,56,0.006910324,0,23,0.384429693
3235406,37,63,1,14,0.001799822,1,13,0.004510164
2388433,84,113,1,38,0.006457567,0,5,0.008203983
2369922,88,95,1,30,0.005712509,1,30,0.080720186
9390364,79,33,1,22,0.002576828,0,19,0.012686968
9205955,103,52,1,13,0.001739264,1,13,0.008244038
3399383,128,107,1,34,0.006771564,1,30,0.059815168
2510471,80,66,1,6,0.000762463,1,6,0.000929117
7456113,123,98,1,123,0.023073912,0,27,1.987045288
2737896,43,113,1,27,0.003381968,1,27,0.045572758
9401124,73,73,1,76,0.012458801,0,5,0.040420771
4041879,52,74,1,15,0.001896381,1,15,0.010154486
5047016,72,65,1,31,0.004106045,1,31,0.056498528
9086187,84,36,1,5,0.0006814,1,5,0.000737667
1480882,89,126,1,50,0.008496523,1,48,0.327582121
4323506,97,71,1,78,0.011761189,0,78,0.891849279
6600841,50,64,1,14,0.002060652,1,12,0.004863262
1885734,87,86,1,224,0.034888268,0,13,0.246612549
3277402,64,84,0,300,0.163687706,0,42,0.648343086
1911924,66,118,1,60,0.009655476,1,58,0.381471872
2318038,56,64,0,13,0.0019207,0,13,0.01586175
8530841,119,117,1,31,0.009346962,1,32,0.083036661
9078719,64,95,1,46,0.007112265,1,43,0.099579811
139447,99,99,0,80,0.01895237,0,25,0.22580862
7267146,74,93,1,78,0.013398409,1,77,0.47613287
7936751,112,128,1,27,0.005371809,1,27,0.052878857
6972736,100,49,1,79,0.009180784,0,37,1.224773884
7126781,107,121,1,82,0.019468546,0,68,1.466753721
2757976,119,74,1,45,0.00688529,1,33,0.063328028
7148579,69,57,1,59,0.007504225,0,38,0.437385321
4420403,47,98,1,59,0.006754398,1,58,0.160306692
6093165,38,79,1,15,0.001634121,1,14,0.006467342
2237637,122,72,0,66,0.009243488,0,63,0.155178547
2498358,105,102,1,100,0.018854618,0,13,0.318024874
2053178,86,128,1,75,0.014571905,1,68,0.523571491
5428293,87,93,1,23,0.00357914,1,23,0.031268597
4444161,110,122,1,22,0.005382776,1,22,0.031695127
9655822,83,121,1,148,0.025317192,1,78,0.622961044
5946238,114,66,1,19,0.002558231,1,18,0.01580739
8054211,97,65,0,52,0.00821209,1,60,0.199505329
2830305,62,46,1,38,0.004243374,0,2,0.018167973
4227730,95,71,1,33,0.00509572,0,22,0.048608065
5279141,78,61,1,43,0.00578928,1,32,0.07211113
7086252,66,59,1,35,0.004306078,1,38,0.10106802
9432176,100,42,1,5,0.000571966,1,5,0.000769854
5108905,101,103,0,0,0,0,0,9.54E-07
1188055,75,83,1,47,0.007274389,0,27,0.066441298
7373035,74,59,1,41,0.004803658,1,41,0.095112562
862362,85,35,1,15,0.001536846,1,15,0.006096125
6945057,76,39,1,26,0.002837658,1,26,0.024569273
9827672,128,72,1,66,0.009967566,0,48,0.420508862
1803126,86,61,1,77,0.009417057,1,35,0.054062843
852327,67,69,1,30,0.004168034,1,30,0.050433159
609410,45,59,1,23,0.002549887,1,23,0.009956598
7800740,90,58,1,28,0.003715277,0,9,0.014496326
8612379,42,58,1,28,0.003476381,1,30,0.040194511
388447,96,91,1,21,0.00390625,1,23,0.026726007
8962346,114,107,1,54,0.011514187,0,31,0.236488342
7015678,117,76,1,18,0.002588034,1,18,0.010844707
5535325,94,78,0,300,0.045768023,0,90,1.203485727
8401128,88,113,1,84,0.015465975,1,95,0.841468096
3922332,54,113,1,55,0.006817102,1,53,0.169203758
8013170,124,81,1,84,0.012253523,0,16,0.118602276
1917164,115,126,1,39,0.010699511,1,35,0.085044861
8726373,66,107,1,23,0.003442287,0,4,0.008623123
730004,89,51,1,60,0.007730484,1,60,0.490243912
4982772,126,52,1,51,0.00581193,1,51,0.106173754
5918482,44,108,1,18,0.002066135,1,17,0.018069029
4050443,40,97,1,11,0.001139641,1,11,0.004932165
8179085,105,125,0,113,0.020476341,0,61,0.742227316
5015682,90,96,1,84,0.017477036,1,74,0.492365122
7143891,89,124,0,0,0,0,0,0
6312840,95,70,1,78,0.012730837,0,35,0.484108686
3554006,77,60,1,45,0.006155252,1,45,0.102138519
7221946,116,115,0,300,0.061914444,0,29,0.073768377
3321082,56,73,1,62,0.007884741,0,24,0.086573839
6434433,34,91,1,6,0.000670671,1,6,0.001301527
2283880,106,127,1,16,0.003610849,0,4,0.005964518
7905035,127,58,1,107,0.013569832,0,36,0.713353872
7445838,90,114,1,158,0.029917002,0,19,0.427874327
4909603,70,80,1,78,0.013415337,1,20,0.01669383
233006,36,53,1,25,0.003030539,1,25,0.025532007
4039604,78,125,1,10,0.001545191,1,10,0.002493143
961765,126,85,1,53,0.009206057,1,47,0.158965588
2386844,73,42,1,19,0.002411842,1,19,0.01432538
